Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 3	Area Sample 3	#Peptides	#Unique	#Spec Sample 3	PTM	Avg. Mass	Description
1	5	LLHKPE_01533	462,97	79	79	3,8E+09	55	27	211	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	101032	pyruvate  phosphate dikinase
211	723	LLHKPE_03457	297,73	83	83	3,3E+09	11	6	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	21610	Putative peroxiredoxin (Thioredoxin reductase)
19	9	LLHKPE_01762	399,33	64	64	3,3E+09	31	16	96	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	67598	phosphoenolpyruvate carboxykinase (GTP)
5	7	LLHKPE_03317	399,42	75	75	3,2E+09	33	16	125	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	57961	chaperonin GroEL
25	11	FCFFJI_00405	361,2	70	70	3,1E+09	24	16	91	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	50617	F0F1 ATP synthase subunit beta
62	85	LLHKPE_02862	373,42	80	80	3,0E+09	25	10	66	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41390	Phosphoglycerate kinase
427	1399	LLHKPE_01090	195,5	57	57	3,0E+09	4	4	23	Deamidation (NQ); Oxidation (M)	17066	Putative Fimbrial protein P9-2
135	790	FCFFJI_02210	317,38	60	60	2,9E+09	16	16	45	Carbamidomethylation; Deamidation (NQ)	24459	DUF47 family protein
50	834	LLHKPE_01483	297,97	68	68	2,9E+09	13	3	69	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	20290	Cache type 2 domain protein
104	445	LLHKPE_03384	306,58	63	63	2,9E+09	14	12	52	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	30041	Extracellular solute-binding protein family 3
27	2	LLHKPE_00524	365,23	83	83	2,8E+09	28	17	89	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	54613	Glycosyl hydrolase family 57
140	638	LLHKPE_03787	305,5	67	67	2,7E+09	13	13	45	Deamidation (NQ); Oxidation (M)	22098	DUF5666 domain-containing protein
241	204	DHPIBI_03447	295,79	47	47	2,7E+09	15	10	35	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41535	elongation factor Tu
77	96	LLHKPE_00471	385,71	52	52	2,7E+09	27	22	59	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	76346	methylmalonyl-CoA mutase
416	1918	LLHKPE_02704	223	64	64	2,7E+09	5	5	24	Deamidation (NQ); Oxidation (M)	12311	DNA-binding protein H-NS-like C-terminal domain-containing protein
61	215	LLHKPE_02143	371,38	70	70	2,6E+09	22	13	66	Deamidation (NQ); Oxidation (M)	36357	C4-dicarboxylate-binding periplasmic protein
138	92	LLHKPE_01147	332,9	73	73	2,6E+09	23	14	45	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41150	ADP-forming succinate--CoA ligase subunit beta
102	413	LLHKPE_00879	351,77	84	84	2,5E+09	17	12	52	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	28674	RES domain-containing protein
419	2778	APBOIA_01011	152,91	13	13	2,4E+09	4	3	23	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	33186	elongation factor Tu
2	117	LLHKPE_02861	369,04	82	82	2,4E+09	29	11	190	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35690	type I glyceraldehyde-3-phosphate dehydrogenase
68	585	LLHKPE_01146	314,15	68	68	2,3E+09	13	5	62	Carbamidomethylation; Oxidation (M)	29478	succinate--CoA ligase subunit alpha
1720	2959	LLHKPE_02694	158,71	63	63	2,3E+09	3	2	6	Deamidation (NQ)	7466	RNA chaperone  transcription antiterminator  affects expression of rpoS and uspA
665	2141	FCFFJI_00573	193,7	37	37	2,2E+09	4	4	16	Deamidation (NQ); Oxidation (M)	30579	THxN family PEP-CTERM protein
126	330	LLHKPE_02360	340,22	76	76	2,2E+09	21	10	47	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	28143	2 3-diphosphoglycerate-dependent phosphoglycerate mutase
66	141	FCFFJI_01428	347,26	75	75	2,2E+09	28	28	64	Deamidation (NQ); Oxidation (M)	37140	TRAP transporter substrate-binding protein
133	714	LLHKPE_01490	315,04	88	88	2,2E+09	13	6	46	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	21364	Superoxide dismutase
63	216	FCFFJI_01922	328,34	67	67	2,2E+09	17	12	66	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35165	malate dehydrogenase
242	1089	LLHKPE_00096	265,14	53	53	2,1E+09	9	9	35	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41429	Porin domain-containing protein
56	84	LLHKPE_01945	353,3	79	79	2,0E+09	22	9	67	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39769	Leucine transporter subunit periplasmic-binding component of ABC superfamily
326	713	FCFFJI_01157	306,92	99	99	2,0E+09	15	15	28	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	17410	thiol peroxidase
30	30	LLHKPE_02048	378,74	64	64	2,0E+09	30	17	83	Carbamidomethylation; Oxidation (M)	55856	F0F1 ATP synthase subunit alpha
224	444	LLHKPE_01050	285,49	63	63	2,0E+09	15	13	36	Deamidation (NQ); Oxidation (M)	36254	Dihydroorotate dehydrogenase catalytic domain-containing protein
164	318	FCFFJI_02160	314,85	42	42	1,9E+09	13	13	42	Deamidation (NQ); Oxidation (M)	43710	ABC transporter substrate-binding protein
31	39	LLHKPE_01512	358,95	55	55	1,9E+09	28	14	82	Deamidation (NQ); Oxidation (M)	68206	Polyhydroxyalkanoate synthase
20	19	LLHKPE_03895	402,69	69	69	1,9E+09	43	28	96	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64773	isocitrate dehydrogenase (NADP(+))
87	258	FCFFJI_00865	336,36	54	54	1,8E+09	18	15	56	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	51721	type I glutamate--ammonia ligase
52	1329	LLHKPE_00385	310,16	55	55	1,8E+09	12	12	69	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	17826	Putative cache sensor protein
51	153	LLHKPE_01272	341,31	67	67	1,8E+09	22	14	69	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39821	proton-translocating NAD(P)(+) transhydrogenase
7	13	LLHKPE_02081	415,47	69	69	1,8E+09	45	23	119	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	96774	Alpha-1 4 glucan phosphorylase
75	154	LLHKPE_00957	351,84	77	77	1,7E+09	23	10	60	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41526	Extracellular ligand-binding receptor
32	15	FCFFJI_01613	379,01	58	58	1,7E+09	28	28	81	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	68347	Class I poly(R)-hydroxyalkanoic acid synthase
196	871	LLHKPE_00994	282,82	73	73	1,7E+09	11	11	39	Deamidation (NQ); Oxidation (M)	20199	Tellurium resistance protein
196	733	ODMPFI_03306	282,82	56	56	1,7E+09	11	11	39	Deamidation (NQ); Oxidation (M)	26465	TerD domain-containing protein
41	70	LLHKPE_00746	384,46	53	53	1,7E+09	32	26	75	Deamidation (NQ); Oxidation (M)	103148	Sulfatase
13	21	LLHKPE_00710	387,28	72	72	1,6E+09	31	22	105	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	63539	crotonyl-CoA carboxylase/reductase
122	161	LLHKPE_02932	337,74	58	58	1,6E+09	20	14	48	Carbamidomethylation; Oxidation (M)	48482	citrate synthase
29	40	LLHKPE_03141	375,59	63	63	1,5E+09	25	17	83	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	65445	succinate dehydrogenase flavoprotein subunit
48	10	LLHKPE_00701	369,09	71	71	1,5E+09	31	26	70	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	62577	Putative acyl-CoA dehydrogenase
96	193	LLHKPE_00968	345,17	60	60	1,5E+09	22	7	54	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47554	isocitrate lyase
268	1346	FCFFJI_02026	280,49	69	69	1,5E+09	10	10	32	Deamidation (NQ); Oxidation (M)	16799	peptidoglycan-binding protein LysM
431	1429	LLHKPE_00666	275,63	85	85	1,4E+09	9	9	23	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	16507	thioredoxin-dependent peroxiredoxin
409	1340	LLHKPE_02841	235,12	82	82	1,4E+09	6	5	24	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	12049	thioredoxin TrxA
65	1	LLHKPE_00788	411,55	73	73	1,4E+09	28	19	65	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59404	alpha-D-glucose phosphate-specific phosphoglucomutase
201	755	FCFFJI_02291	288,41	78	78	1,4E+09	10	9	39	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	21405	Superoxide dismutase
35	55	LLHKPE_00940	362,39	51	51	1,4E+09	26	16	78	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	87879	hypothetical protein
71	59	LLHKPE_00969	361,68	60	60	1,4E+09	27	12	61	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59798	malate synthase A
71	60	ODMPFI_03282	361,68	60	60	1,4E+09	27	12	61	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59798	malate synthase A
411	1526	LLHKPE_03006	247,85	45	45	1,4E+09	8	6	24	Oxidation (M)	18003	Lipopolysaccharide transport periplasmic protein LptA
635	2314	FCFFJI_02557	165,33	41	41	1,4E+09	4	4	17	Deamidation (NQ); Oxidation (M)	10675	C-type cytochrome
531	1338	JABIIP_01043	237,23	68	68	1,4E+09	8	7	20	Deamidation (NQ)	15377	DUF1134 domain-containing protein
563	592	FCFFJI_00350	272,84	63	63	1,3E+09	10	8	19	Carbamidomethylation; Deamidation (NQ)	20539	alkyl hydroperoxide reductase subunit C
9	232	LLHKPE_03949	334,37	83	83	1,3E+09	20	10	115	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38631	class II fructose-bisphosphate aldolase
387	1415	LLHKPE_01836	260,9	46	46	1,3E+09	10	10	25	Oxidation (M)	17800	Major exported protein
12	3	LLHKPE_02050	398,45	79	79	1,2E+09	30	8	107	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	49584	F0F1 ATP synthase subunit beta
55	91	LLHKPE_01052	374,5	62	62	1,2E+09	26	11	69	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	60548	Pyridine nucleotide-disulphide oxidoreductase family protein
161	185	LLHKPE_00890	307,74	46	46	1,2E+09	17	17	43	Deamidation (NQ); Oxidation (M)	60260	Putative Multicopper oxidase type 3
690	1717	LLHKPE_01838	244,39	61	61	1,1E+09	10	9	16	Deamidation (NQ); Oxidation (M)	19079	type VI secretion system contractile sheath small subunit
346	659	LLHKPE_01868	288,81	58	58	1,1E+09	13	12	27	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26112	triose-phosphate isomerase
112	14	FCFFJI_02153	352,22	69	69	1,1E+09	26	25	50	Carbamidomethylation; Deamidation (NQ)	50021	dihydrolipoyl dehydrogenase
33	53	LLHKPE_01051	403,93	52	52	1,1E+09	45	30	80	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	130372	pyruvate:ferredoxin (flavodoxin) oxidoreductase
299	629	FCFFJI_02493	279,79	80	80	1,1E+09	12	12	30	Deamidation (NQ); Oxidation (M)	19519	Phasin family protein
366	1342	LLHKPE_00763	231,81	75	75	1,1E+09	8	7	26	Deamidation (NQ); Oxidation (M)	15438	DUF1134 domain-containing protein
313	325	LLHKPE_00882	312,35	29	29	1,1E+09	14	5	28	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	70259	sodium-translocating pyrophosphatase
6	20	LLHKPE_01605	399,6	68	68	1,1E+09	35	19	124	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	63980	fumarate reductase (quinol) flavoprotein subunit
186	52	FCFFJI_01030	315,96	49	49	1,1E+09	19	19	39	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64196	Poly-beta-hydroxybutyrate polymerase
261	163	LLHKPE_00776	292,5	34	34	1,1E+09	17	17	33	Carbamidomethylation; Deamidation (NQ)	71228	DUF4214 domain-containing protein
28	350	JABIIP_02930	308,27	74	74	1,1E+09	16	8	85	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26575	Acetoacetyl-CoA reductase
283	206	LLHKPE_03318	299,99	45	45	1,1E+09	17	17	31	Oxidation (M)	51038	DUF945 domain-containing protein
84	6	FCFFJI_02367	333,84	64	64	1,0E+09	26	25	56	Deamidation (NQ); Oxidation (M)	54419	Cell envelope protein
111	102	LLHKPE_02105	335,73	53	53	1,0E+09	22	16	50	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	60671	glucose-6-phosphate isomerase
239	310	FCFFJI_02420	329,51	65	65	1,0E+09	21	18	35	Oxidation (M)	41921	TRAP transporter substrate-binding protein
274	344	LLHKPE_01583	302,45	78	78	1,0E+09	16	7	32	Carbamidomethylation; Oxidation (M)	32646	cysteine synthase A
90	43	FCFFJI_00093	337,85	48	48	1,0E+09	28	20	55	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	92663	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
99	190	LLHKPE_00374	336,12	78	78	9,7E+08	22	16	53	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40938	Acetyl-CoA acetyltransferase
181	262	FCFFJI_00224	282,58	50	50	9,7E+08	13	11	39	Carbamidomethylation; Oxidation (M)	37259	polyphosphate kinase 2
189	235	FCFFJI_02163	303,29	63	63	9,6E+08	19	15	39	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	45559	Bifunctional O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
570	1702	LLHKPE_02056	223,02	57	57	9,4E+08	6	6	19	Oxidation (M)	16210	hypothetical protein
202	131	LLHKPE_02419	321,02	51	51	9,3E+08	16	16	39	Deamidation (NQ); Oxidation (M)	71327	Bacterial virulence factor lipase N-terminal domain-containing protein
273	1131	FCFFJI_00133	302,31	40	40	9,2E+08	12	12	32	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	31025	succinate--CoA ligase subunit alpha
106	251	LLHKPE_00459	336,39	70	70	9,1E+08	19	5	52	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38618	Putative lyase
2204	5329	FCFFJI_00630	131,79	55	55	9,1E+08	2	2	4	Oxidation (M)	7212	Cold-shock protein
191	8	FCFFJI_00625	288,37	57	57	9,0E+08	16	11	39	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47768	isocitrate lyase
159	56	LLHKPE_01514	322,73	46	46	8,9E+08	25	13	42	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	73474	Biotin carboxylase
442	272	HKHPLO_01084	215,06	37	37	8,8E+08	11	7	23	Deamidation (NQ); Oxidation (M)	43101	elongation factor Tu
442	273	HKHPLO_01097	215,06	37	37	8,8E+08	11	7	23	Deamidation (NQ); Oxidation (M)	43101	elongation factor Tu
1362	5299	FCFFJI_01865	196,69	40	40	8,7E+08	4	4	8		8656	acyl carrier protein
207	257	LLHKPE_00829	337,25	67	67	8,7E+08	20	18	38	Carbamidomethylation; Oxidation (M)	39081	3-phosphoserine/phosphohydroxythreonine transaminase
116	133	LLHKPE_00134	319,29	41	41	8,7E+08	23	23	49	Carbamidomethylation; Deamidation (NQ)	70202	Arylsulfatase
297	487	LLHKPE_02810	299,92	78	78	8,4E+08	15	10	30	Carbamidomethylation; Oxidation (M)	32092	Putative hydroxyacyl/hydroxybutyrl-CoA dehydrogenase
474	734	DHPIBI_02568	224,62	28	28	8,4E+08	8	2	22	Carbamidomethylation; Oxidation (M)	42277	Acetyl-CoA C-acyltransferase
394	488	JABIIP_01308	290,21	58	58	8,2E+08	14	14	25	Carbamidomethylation; Deamidation (NQ)	32269	hypothetical protein
523	565	FCFFJI_02630	240,09	54	54	8,0E+08	11	10	20	Oxidation (M)	24118	50S ribosomal protein L1
249	1072	DFBILA_01532	166,09	16	16	8,0E+08	6	2	34	Deamidation (NQ)	43395	elongation factor Tu
47	32	JABIIP_01758	362,75	51	51	7,9E+08	26	20	70	Deamidation (NQ); Oxidation (M)	68457	Poly-beta-hydroxybutyrate polymerase
390	462	LLHKPE_00614	282,64	39	39	7,9E+08	11	11	25	Deamidation (NQ)	48486	Putative Long-chain fatty acid transport protein
190	118	LLHKPE_02176	328,13	61	61	7,8E+08	21	15	39	Carbamidomethylation; Oxidation (M)	55437	Aldehyde dehydrogenase
866	2757	LLHKPE_03037	188,65	39	39	7,8E+08	4	4	13	Carbamidomethylation; Deamidation (NQ)	11424	High-putative iron-sulfur protein
165	203	AIFLKA_01347	265,04	75	75	7,7E+08	18	7	42	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	42323	Acetyl-CoA C-acyltransferase
743	2138	LLHKPE_02365	222,96	69	69	7,6E+08	6	5	15	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	17256	protein-export chaperone SecB
192	27	FCFFJI_00372	359,55	59	59	7,5E+08	27	27	39	Oxidation (M)	66781	TonB-dependent receptor
3	12	JABIIP_02418	428,68	70	70	7,5E+08	53	20	142	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	101161	pyruvate  phosphate dikinase
60	41	LLHKPE_03554	376,64	57	57	7,3E+08	31	15	66	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	76932	elongation factor G
1295	2165	LLHKPE_00889	193,05	49	49	7,3E+08	5	5	8	Deamidation (NQ)	13032	hypothetical protein
1028	1511	HHKEMD_02891	123,45	14	14	7,3E+08	4	2	10	Deamidation (NQ); Oxidation (M)	43085	elongation factor Tu
535	5298	FCFFJI_01717	176,29	74	74	7,2E+08	3	3	20	Oxidation (M)	8660	Outer membrane protein H-8
282	331	FCFFJI_00132	317,5	57	57	7,2E+08	17	14	31	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41285	ADP-forming succinate--CoA ligase subunit beta
193	173	FCFFJI_02536	303,44	52	52	7,1E+08	21	21	39	Deamidation (NQ); Oxidation (M)	50027	Outer membrane lipoprotein-sorting protein
348	701	FCFFJI_00113	268,68	48	48	7,1E+08	11	11	27	Deamidation (NQ); Oxidation (M)	28921	peptidylprolyl isomerase
257	560	LLHKPE_03142	238,35	73	73	7,1E+08	12	5	33	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	29310	Succinate dehydrogenase iron-sulfur subunit
101	46	FCFFJI_02692	377,18	59	59	7,1E+08	30	26	52	Carbamidomethylation; Oxidation (M)	77367	elongation factor G
85	209	JABIIP_00299	315,76	73	73	7,0E+08	16	9	56	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	42722	Acetyl-CoA C-acyltransferase
506	614	LLHKPE_03789	219,15	40	40	7,0E+08	10	10	21	Deamidation (NQ)	29240	DUF2092 domain-containing protein
42	76	LLHKPE_02106	371,46	55	55	6,9E+08	48	48	74	Deamidation (NQ)	143996	XrtA/PEP-CTERM system TPR-repeat protein PrsT
266	363	LLHKPE_00702	317,08	57	57	6,9E+08	16	6	32	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	43469	Putative acyl dehydratase
136	179	LLHKPE_01837	349,62	60	60	6,9E+08	22	16	45	Carbamidomethylation; Deamidation (NQ)	56040	type VI secretion system contractile sheath large subunit
98	82	LLHKPE_02959	372,83	46	46	6,7E+08	37	37	53	Carbamidomethylation; Deamidation (NQ)	139473	Pilus assembly protein PilC
423	827	FCFFJI_02492	253,88	68	68	6,6E+08	10	9	23	Deamidation (NQ); Oxidation (M)	18729	Phasin family protein
404	292	LLHKPE_00523	291,43	62	62	6,6E+08	12	12	24	Carbamidomethylation	45166	Glycoside hydrolase family 57
245	248	LLHKPE_01913	318,22	56	56	6,6E+08	19	18	34	Deamidation (NQ)	50283	Putative periplasmic serine endoprotease DegP-like
303	29	FCFFJI_02096	300,97	58	58	6,5E+08	16	14	29	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	54569	Fumarate hydratase class I
185	324	LLHKPE_03131	302,63	62	62	6,5E+08	16	6	39	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	42007	S-adenosylmethionine synthase
334	300	LLHKPE_01900	283,81	53	53	6,4E+08	17	17	27	Carbamidomethylation; Deamidation (NQ)	47173	Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB
608	1135	LLHKPE_00544	227,64	39	39	6,4E+08	7	7	18	Deamidation (NQ)	22319	50S ribosomal protein L25/general stress protein Ctc
657	1345	LLHKPE_02233	247,71	64	64	6,4E+08	9	9	17	Carbamidomethylation	16477	SoxXA-binding protein
69	35	JABIIP_02384	343,99	54	54	6,4E+08	25	9	61	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	67903	phosphoenolpyruvate carboxykinase (GTP)
173	87	FCFFJI_01918	307,34	49	49	6,3E+08	20	17	40	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64476	succinate dehydrogenase flavoprotein subunit
34	23	LLHKPE_01236	389,65	68	68	6,3E+08	38	21	79	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	92799	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
142	253	LLHKPE_00482	316,09	51	51	6,2E+08	21	12	45	Deamidation (NQ); Oxidation (M)	39827	Extracellular ligand-binding receptor
89	104	LLHKPE_00748	337,12	46	46	6,2E+08	29	27	55	Oxidation (M)	100960	LysM domain-containing protein
344	304	LLHKPE_00764	317,97	39	39	6,2E+08	16	16	27	Carbamidomethylation; Deamidation (NQ)	60594	LysM domain-containing protein
412	602	JABIIP_00669	292,2	54	54	6,1E+08	13	13	24	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	43113	DUF946 domain-containing protein
500	855	FCFFJI_00408	271,76	79	79	6,1E+08	11	11	21		18962	F0F1 ATP synthase subunit delta
255	57	LLHKPE_01301	318,83	46	46	6,1E+08	21	18	33	Carbamidomethylation; Oxidation (M)	78256	Glycosyl hydrolase  family 57 (Modular protein)
234	25	FCFFJI_01945	311,69	45	45	6,1E+08	18	18	35	Oxidation (M)	62550	30S ribosomal protein S1
2168	19135	FCFFJI_01360	73,42	18	18	6,0E+08	2	1	4		12845	hypothetical protein
91	28	FCFFJI_02474	341,64	58	58	6,0E+08	27	22	55	Carbamidomethylation; Deamidation (NQ)	68054	phosphoenolpyruvate carboxykinase (GTP)
1213	5502	FCFFJI_02670	133,21	9	9	6,0E+08	2	2	9	Deamidation (NQ)	25747	PEP-CTERM protein-sorting domain-containing protein
1692	5598	LLHKPE_00507	104,03	51	51	6,0E+08	2	1	6	Oxidation (M)	4784	Conserved hypothetical phage protein
1692	5599	LLHKPE_03092	104,03	51	51	6,0E+08	2	1	6	Oxidation (M)	4783	hypothetical protein
1677	2767	LLHKPE_02456	196,51	33	33	6,0E+08	4	4	6		17399	Cytochrome c domain-containing protein
37	119	LLHKPE_02230	377,47	62	62	5,9E+08	31	12	78	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	69255	molecular chaperone DnaK
59	37	LLHKPE_00470	376,19	58	58	5,9E+08	28	9	67	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	79872	methylmalonyl-CoA mutase
204	471	BDJIJG_03260	255,08	52	52	5,9E+08	13	5	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	42475	Thiolase family protein
80	22	LLHKPE_01290	368,89	69	69	5,8E+08	24	16	58	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	56184	Fumarate hydratase class I
556	717	LLHKPE_00104	224,5	78	78	5,7E+08	10	10	19		24648	Protein-L-isoaspartate O-methyltransferase
325	427	LLHKPE_02811	288,49	65	65	5,7E+08	15	6	28	Carbamidomethylation; Oxidation (M)	28175	enoyl-CoA hydratase
507	590	FCFFJI_00393	256,26	47	47	5,7E+08	9	9	21	Deamidation (NQ); Oxidation (M)	32445	Cysteine synthase
118	74	FCFFJI_02151	324,58	39	39	5,7E+08	28	28	48	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	105147	2-oxoglutarate dehydrogenase E1 component
449	775	LLHKPE_01274	253,41	31	31	5,6E+08	9	4	23	Deamidation (NQ); Oxidation (M)	49314	NAD(P) transhydrogenase subunit beta
2558	18250	AEBICJ_03731	100,9	4	4	5,6E+08	2	2	2		90026	endopeptidase La
227	164	LLHKPE_00672	292,98	40	40	5,6E+08	19	15	36	Carbamidomethylation; Deamidation (NQ)	64162	Putative acyl-CoA dehydrogenase
557	731	LLHKPE_00670	241,31	64	64	5,5E+08	11	7	19	Oxidation (M)	26607	Electron transfer flavoprotein subunit beta
555	1377	LLHKPE_00312	216,88	55	55	5,5E+08	7	7	19	Carbamidomethylation	15915	nucleoside-diphosphate kinase
139	128	LLHKPE_02222	319,79	77	77	5,4E+08	20	16	45	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	43278	beta-ketoacyl-ACP synthase I
