Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 5	Area Sample 5	#Peptides	#Unique	#Spec Sample 5	PTM	Avg. Mass	Description
65	53	LLHKPE_01051	371,84	48	48	680000000	40	26	73	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	130372	pyruvate:ferredoxin (flavodoxin) oxidoreductase
14	305	AIFLKA_02103	370,49	79	79	993000000	30	9	120	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	45529	phosphopyruvate hydratase
99	96	LLHKPE_00471	369,01	49	49	2100000000	25	21	61	Carbamidomethylation; Oxidation (M)	76346	methylmalonyl-CoA mutase
31	133	LLHKPE_00134	367,38	52	52	4350000000	29	29	94	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	70202	Arylsulfatase
46	23	LLHKPE_01236	367,27	57	57	520000000	35	20	81	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	92799	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
55	155	AIFLKA_01871	366,84	80	80	292000000	30	5	78	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	49587	F0F1 ATP synthase subunit beta
82	335	AIFLKA_03326	364,34	65	65	275000000	31	5	66	Carbamidomethylation; Oxidation (M)	60232	Pyridine nucleotide-disulphide oxidoreductase family protein
25	7	LLHKPE_03317	364,22	66	66	1440000000	26	13	99	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	57961	chaperonin GroEL
69	215	LLHKPE_02143	362,73	82	82	2270000000	24	15	72	Deamidation (NQ); Oxidation (M)	36357	C4-dicarboxylate-binding periplasmic protein
15	86	LLHKPE_02093	362,32	78	78	3210000000	24	14	113	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	45193	phosphopyruvate hydratase
57	40	LLHKPE_03141	362,18	62	62	1470000000	24	16	77	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	65445	succinate dehydrogenase flavoprotein subunit
19	231	AIFLKA_01207	361,76	74	74	584000000	31	10	106	Deamidation (NQ); Oxidation (M)	57951	chaperonin GroEL
54	32	JABIIP_01758	361,7	55	55	577000000	30	22	78	Oxidation (M)	68457	Poly-beta-hydroxybutyrate polymerase
87	772	AIFLKA_00848	360	63	63	741000000	27	12	64	Carbamidomethylation; Oxidation (M)	63385	Crotonyl-CoA carboxylase/reductase
87	773	AIFLKA_00855	360	63	63	741000000	27	12	64	Carbamidomethylation; Oxidation (M)	63385	Crotonyl-CoA carboxylase/reductase
77	238	BDJIJG_01406	359,72	69	69	20500000	27	3	68	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	49559	F0F1 ATP synthase subunit beta
83	108	JABIIP_02656	359,02	48	48	511000000	26	3	66	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	71617	acetate--CoA ligase
32	230	BDJIJG_02101	358,91	66	66	68100000	31	5	93	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	67462	phosphoenolpyruvate carboxykinase (GTP)
63	91	LLHKPE_01052	358,87	59	59	913000000	28	11	74	Carbamidomethylation; Oxidation (M)	60548	Pyridine nucleotide-disulphide oxidoreductase family protein
75	113	AIFLKA_03562	358,64	53	53	170000000	29	5	68	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	76869	elongation factor G
88	41	LLHKPE_03554	356,25	57	57	621000000	30	15	64	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	76932	elongation factor G
45	167	AIFLKA_02758	356,11	83	83	814000000	25	4	82	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39909	Phosphoglycerate kinase
72	162	AIFLKA_01873	355,6	60	60	1060000000	29	7	70	Carbamidomethylation; Oxidation (M)	55637	F0F1 ATP synthase subunit alpha
56	30	LLHKPE_02048	353,62	64	64	1620000000	30	17	77	Carbamidomethylation; Oxidation (M)	55856	F0F1 ATP synthase subunit alpha
123	63	JABIIP_00068	353,3	42	42	107000000	26	6	55	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	79500	methylmalonyl-CoA mutase
61	10	LLHKPE_00701	353,23	75	75	2110000000	33	23	74	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	62577	Putative acyl-CoA dehydrogenase
66	79	JABIIP_01678	352,69	51	51	190000000	33	11	73	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	96723	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
95	16	FCFFJI_02000	352,64	60	60	1110000000	28	21	61	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	69960	propionate--CoA ligase
47	311	BDJIJG_01359	352,27	59	59	227000000	31	8	81	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	70138	propionate--CoA ligase
52	189	JABIIP_01038	351,47	75	75	149000000	26	2	79	Carbamidomethylation; Oxidation (M)	41546	Phosphoglycerate kinase
100	413	LLHKPE_00879	350,85	85	85	3350000000	18	13	61	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	28674	RES domain-containing protein
194	1324	AIFLKA_03190	350,23	57	57	611000000	24	14	43	Carbamidomethylation; Oxidation (M)	76210	methylmalonyl-CoA mutase
96	119	LLHKPE_02230	350	64	64	462000000	31	13	61	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	69255	molecular chaperone DnaK
21	296	LLHKPE_00373	349,89	75	75	4760000000	21	12	106	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26508	Acetoacetyl-CoA reductase
71	39	LLHKPE_01512	349,62	48	48	775000000	26	11	71	Deamidation (NQ); Oxidation (M)	68206	Polyhydroxyalkanoate synthase
38	61	JABIIP_02458	349,33	46	46	226000000	33	12	87	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	95575	Alpha-1 4 glucan phosphorylase
152	302	AIFLKA_03412	349,18	57	57	71400000	27	3	50	Deamidation (NQ); Oxidation (M)	68943	molecular chaperone DnaK
137	293	BDJIJG_01001	349,17	43	43	141000000	22	6	52	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	71395	acetate--CoA ligase
73	4	JABIIP_01230	349,07	75	75	24900000	25	3	69	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	49454	F0F1 ATP synthase subunit beta
11	210	BDJIJG_01353	348,58	76	76	82400000	27	4	126	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35696	type I glyceraldehyde-3-phosphate dehydrogenase
43	651	AIFLKA_02005	348,12	48	48	417000000	25	11	84	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	63892	fumarate reductase (quinol) flavoprotein subunit
132	22	LLHKPE_01290	347,19	63	63	475000000	22	12	53	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	56184	Fumarate hydratase class I
67	84	LLHKPE_01945	347,01	81	81	1300000000	25	8	73	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39769	Leucine transporter subunit periplasmic-binding component of ABC superfamily
39	130	JABIIP_01037	346,7	78	78	220000000	25	9	87	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35819	type I glyceraldehyde-3-phosphate dehydrogenase
114	59	LLHKPE_00969	346,68	61	61	928000000	27	12	57	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59798	malate synthase A
114	60	ODMPFI_03282	346,68	61	61	928000000	27	12	57	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59798	malate synthase A
78	214	AIFLKA_02251	346,51	50	50	407000000	28	6	67	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64645	isocitrate dehydrogenase (NADP(+))
48	35	JABIIP_02384	345,29	61	61	750000000	30	13	80	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	67903	phosphoenolpyruvate carboxykinase (GTP)
74	298	BDJIJG_01354	344,88	74	74	23900000	26	2	69	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41510	Phosphoglycerate kinase
121	75	LLHKPE_01886	344,59	33	33	247000000	37	28	55	Carbamidomethylation; Deamidation (NQ)	188902	Alpha-2-macroglobulin
26	2	LLHKPE_00524	344,4	77	77	2530000000	27	15	98	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	54613	Glycosyl hydrolase family 57
70	389	AIFLKA_00859	341,32	53	53	1030000000	27	15	72	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	89256	hypothetical protein
104	154	LLHKPE_00957	341,06	65	65	1760000000	21	8	60	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41526	Extracellular ligand-binding receptor
139	597	AIFLKA_03502	339,98	59	59	503000000	24	11	52	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59656	alpha-D-glucose phosphate-specific phosphoglucomutase
128	467	AIFLKA_02887	339,77	36	36	76500000	36	12	53	Carbamidomethylation; Deamidation (NQ)	155362	DNA-directed RNA polymerase subunit beta
30	203	AIFLKA_01347	339,72	79	79	5810000000	22	10	94	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	42323	Acetyl-CoA C-acyltransferase
124	340	AIFLKA_02570	339,47	64	64	17400000	22	6	55	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41550	Extracellular ligand-binding receptor
29	160	JABIIP_00976	339,47	74	74	97500000	24	5	95	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	45494	phosphopyruvate hydratase
90	55	LLHKPE_00940	338,26	52	52	1040000000	25	13	63	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	87879	hypothetical protein
192	71	LLHKPE_00354	337,97	49	49	243000000	23	10	43	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	75316	polyribonucleotide nucleotidyltransferase
98	31	JABIIP_00347	337,86	57	57	243000000	30	8	61	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	70412	propionate--CoA ligase
86	308	AIFLKA_02151	337,86	70	70	338000000	24	7	64	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	54619	Glycosyl hydrolase family 57
127	490	AIFLKA_03329	337,64	48	48	412000000	35	20	53	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	99367	pyruvate dehydrogenase (acetyl-transferring)  homodimeric type
20	200	LLHKPE_02445	337,54	23	23	7740000000	17	17	106	Deamidation (NQ); Oxidation (M)	133176	hypothetical protein
153	159	DHPIBI_03031	337,11	39	39	114000000	23	3	50	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	79453	methylmalonyl-CoA mutase
102	479	AIFLKA_00497	337,07	56	56	688000000	21	9	60	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	65509	succinate dehydrogenase flavoprotein subunit
129	106	JABIIP_02738	336,98	46	46	33700000	23	3	53	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	76774	elongation factor G
53	306	BDJIJG_00404	336,65	42	42	191000000	30	11	78	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	95320	Alpha-1 4 glucan phosphorylase
160	358	BDJIJG_02289	335,32	43	43	163000000	21	8	49	Deamidation (NQ); Oxidation (M)	68542	Class I poly(R)-hydroxyalkanoic acid synthase
146	104	LLHKPE_00748	334,35	48	48	501000000	27	25	51	Deamidation (NQ); Oxidation (M)	100960	LysM domain-containing protein
35	499	AIFLKA_02318	332,35	80	80	353000000	20	2	91	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38649	class II fructose-bisphosphate aldolase
60	95	JABIIP_01279	329,58	60	60	186000000	24	9	74	Deamidation (NQ); Oxidation (M)	57720	chaperonin GroEL
18	232	LLHKPE_03949	328,21	83	83	969000000	20	10	107	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38631	class II fructose-bisphosphate aldolase
151	207	AIFLKA_02559	327,9	58	58	263000000	22	4	50	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59952	malate synthase A
214	146	LGNCKJ_01308	327,62	46	46	0	22	1	41	Deamidation (NQ); Oxidation (M)	68989	molecular chaperone DnaK
166	193	LLHKPE_00968	327,61	60	60	1090000000	21	7	48	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47554	isocitrate lyase
136	137	LGNCKJ_00048	327,1	39	39	66400000	24	4	52	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	93190	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
228	143	JABIIP_01750	326,93	47	47	3690000	21	1	39	Oxidation (M)	69008	molecular chaperone DnaK
163	92	LLHKPE_01147	326,74	72	72	2170000000	22	13	49	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41150	ADP-forming succinate--CoA ligase subunit beta
209	370	AIFLKA_01342	326,51	62	62	162000000	20	6	41	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	44426	pyrophosphate--fructose-6-phosphate 1-phosphotransferase
296	363	LLHKPE_00702	325,35	57	57	600000000	16	6	34	Carbamidomethylation; Oxidation (M)	43469	Putative acyl dehydratase
188	464	AIFLKA_00559	325,26	48	48	196000000	22	6	44	Carbamidomethylation; Oxidation (M)	75401	polyribonucleotide nucleotidyltransferase
242	747	AIFLKA_00243	324,77	67	67	264000000	19	7	38	Carbamidomethylation; Deamidation (NQ)	51267	dihydrolipoyl dehydrogenase
172	51	LLHKPE_00708	324,68	56	56	444000000	25	10	47	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	73049	Putative ethylmalonyl-CoA mutase
148	126	BDJIJG_02098	324,64	43	43	130000000	21	4	51	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	92996	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
101	127	DHPIBI_01406	324,46	32	32	83300000	28	4	60	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	130881	pyruvate:ferredoxin (flavodoxin) oxidoreductase
93	255	AIFLKA_01994	324,4	74	74	866000000	22	9	62	Deamidation (NQ); Oxidation (M)	46130	Glucose-1-phosphate adenylyltransferase
186	324	LLHKPE_03131	324,26	63	63	499000000	19	7	45	Carbamidomethylation; Oxidation (M)	42007	S-adenosylmethionine synthase
150	399	AIFLKA_00581	324,09	63	63	285000000	19	4	51	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39531	Branched-chain amino acid ABC transporter substrate-binding protein
145	124	BDJIJG_02470	323,78	33	33	150000000	30	11	51	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	131082	pyruvate:ferredoxin (flavodoxin) oxidoreductase
239	142	LLHKPE_03372	323,53	52	52	387000000	18	8	38	Carbamidomethylation; Deamidation (NQ)	50955	dihydrolipoyl dehydrogenase
161	437	AIFLKA_00843	323,36	55	55	375000000	23	10	49	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	62375	Putative acyl-CoA dehydrogenase
141	332	AIFLKA_02868	322,87	74	74	71800000	22	1	52	Carbamidomethylation; Oxidation (M)	38644	Putative lyase
134	157	BDJIJG_01404	322,7	58	58	41700000	24	6	53	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	55685	F0F1 ATP synthase subunit alpha
234	257	LLHKPE_00829	321,99	68	68	792000000	19	14	39	Carbamidomethylation; Oxidation (M)	39081	3-phosphoserine/phosphohydroxythreonine transaminase
51	274	LGNCKJ_01570	321,82	49	49	6990000	19	2	80	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	45643	phosphopyruvate hydratase
118	224	DHPIBI_01894	321,07	47	47	0	21	1	56	Carbamidomethylation; Oxidation (M)	55838	F0F1 ATP synthase subunit alpha
147	198	JABIIP_02691	320,58	46	46	31800000	25	4	51	Carbamidomethylation; Oxidation (M)	64656	isocitrate dehydrogenase (NADP(+))
303	520	AIFLKA_00844	320,46	53	53	101000000	14	2	33	Carbamidomethylation; Oxidation (M)	43489	Putative acyl dehydratase
133	354	AIFLKA_00911	319,55	75	75	985000000	21	7	53	Oxidation (M)	28250	2 3-diphosphoglycerate-dependent phosphoglycerate mutase
125	190	LLHKPE_00374	318,99	67	67	483000000	17	9	54	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40938	Acetyl-CoA acetyltransferase
173	72	LLHKPE_03358	318,95	43	43	232000000	30	16	46	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	99144	pyruvate dehydrogenase (acetyl-transferring)  homodimeric type
251	118	LLHKPE_02176	318,74	67	67	539000000	22	14	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	55437	Aldehyde dehydrogenase
42	317	JABIIP_01958	318,21	78	78	91000000	19	4	84	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38568	class II fructose-bisphosphate aldolase
213	44	LLHKPE_00985	318,07	43	43	342000000	21	12	41	Carbamidomethylation; Deamidation (NQ)	74194	elongation factor G
213	45	ODMPFI_03298	318,07	43	43	342000000	21	12	41	Carbamidomethylation; Deamidation (NQ)	74194	elongation factor G
237	536	AIFLKA_01612	317,89	59	59	113000000	21	2	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	54955	Fumarate hydratase class I
176	82	LLHKPE_02959	317,66	37	37	272000000	30	30	46	Carbamidomethylation; Deamidation (NQ)	139473	Pilus assembly protein PilC
164	251	LLHKPE_00459	316,91	70	70	590000000	19	5	49	Carbamidomethylation; Oxidation (M)	38618	Putative lyase
211	161	LLHKPE_02932	316,74	55	55	1070000000	17	10	41	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	48482	citrate synthase
212	270	BDJIJG_00170	316,69	35	35	25400000	20	4	41	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	79495	methylmalonyl-CoA mutase
276	369	AIFLKA_01720	316,67	66	66	525000000	18	9	35	Deamidation (NQ); Oxidation (M)	36286	TRAP transporter substrate-binding protein
165	360	AIFLKA_02349	315,83	49	49	134000000	27	9	48	Carbamidomethylation; Oxidation (M)	73461	propionyl-CoA carboxylase
28	564	AIFLKA_00283	315,55	74	74	3260000000	19	10	95	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26468	Acetoacetyl-CoA reductase
269	246	LLHKPE_01027	315,31	57	57	281000000	18	8	36	Carbamidomethylation; Oxidation (M)	45533	bifunctional O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
174	261	BDJIJG_03137	315,12	51	51	28100000	23	6	46	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64640	isocitrate dehydrogenase (NADP(+))
92	192	LLHKPE_02829	314,26	51	51	411000000	18	7	62	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	52245	glutamate--ammonia ligase
316	621	AIFLKA_02560	314,02	57	57	423000000	19	9	33	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47495	isocitrate lyase
170	50	FCFFJI_02098	313,15	44	44	794000000	24	22	47	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	71280	acetate--CoA ligase
143	36	JABIIP_01232	313,02	56	56	121000000	24	5	52	Carbamidomethylation; Oxidation (M)	55893	F0F1 ATP synthase subunit alpha
181	57	LLHKPE_01301	313	49	49	594000000	23	14	45	Carbamidomethylation; Oxidation (M)	78256	Glycosyl hydrolase  family 57 (Modular protein)
94	730	AIFLKA_02184	312,95	61	61	153000000	19	6	62	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	51936	glutamate--ammonia ligase
175	24	LLHKPE_01515	312,2	63	63	323000000	23	8	46	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	56077	Methylmalonyl-CoA carboxyltransferase
149	147	AIFLKA_02348	312,05	54	54	105000000	23	3	51	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	56248	Methylmalonyl-CoA carboxyltransferase
277	252	ODMPFI_03281	312,01	58	58	22200000	19	4	35	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47734	isocitrate lyase
68	153	LLHKPE_01272	312	67	67	1650000000	23	15	72	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39821	proton-translocating NAD(P)(+) transhydrogenase
156	253	LLHKPE_00482	311,3	54	54	832000000	22	11	50	Deamidation (NQ); Oxidation (M)	39827	Extracellular ligand-binding receptor
59	619	AIFLKA_02200	309,62	53	53	2520000000	15	6	75	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35203	malate dehydrogenase
109	287	AIFLKA_02886	309,17	36	36	116000000	39	11	58	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	158039	DNA-directed RNA polymerase subunit beta'
377	876	LLHKPE_00472	309,04	89	89	385000000	14	6	29	Carbamidomethylation; Oxidation (M)	16929	VOC domain-containing protein
238	762	LGNCKJ_01297	308,6	36	36	0	21	1	38	Carbamidomethylation; Oxidation (M)	60838	Pyridine nucleotide-disulphide oxidoreductase family protein
288	304	LLHKPE_00764	308,36	50	50	676000000	21	21	34	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	60594	LysM domain-containing protein
302	76	LLHKPE_02106	307,48	30	30	272000000	25	25	33		143996	XrtA/PEP-CTERM system TPR-repeat protein PrsT
37	378	LLHKPE_00130	307,2	56	56	3180000000	16	9	88	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35093	malate dehydrogenase
168	403	DHPIBI_01197	307,16	37	37	177000000	20	3	47	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	67997	phosphoenolpyruvate carboxykinase (GTP)
126	56	LLHKPE_01514	307,16	50	50	706000000	27	13	53	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	73474	Biotin carboxylase
159	204	DHPIBI_03447	307,1	57	57	4370000000	17	13	49	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41535	elongation factor Tu
313	720	JABIIP_00070	306,96	89	89	33700000	15	3	33	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	17075	VOC domain-containing protein
158	330	LLHKPE_02360	306,82	73	73	1980000000	19	9	49	Carbamidomethylation; Oxidation (M)	28143	2 3-diphosphoglycerate-dependent phosphoglycerate mutase
183	474	AIFLKA_00542	306,69	69	69	321000000	18	3	45	Deamidation (NQ); Oxidation (M)	36237	ketol-acid reductoisomerase
255	289	AIFLKA_00846	306,16	46	46	85000000	21	4	37	Carbamidomethylation; Deamidation (NQ)	72585	Putative ethylmalonyl-CoA mutase
103	1690	AIFLKA_02352	305,05	92	92	3020000000	17	8	60	Deamidation (NQ); Oxidation (M)	16748	Phasin
352	1394	AIFLKA_02764	304,86	77	77	476000000	15	9	30	Deamidation (NQ); Oxidation (M)	31797	Electron transfer flavoprotein alpha-subunit
257	88	FCFFJI_01079	304,82	55	55	1050000000	18	17	37	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47467	Branched-chain amino acid ABC transporter substrate-binding protein
320	194	JABIIP_02890	304,61	62	62	69000000	19	10	32	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59321	alpha-D-glucose phosphate-specific phosphoglucomutase
193	482	AIFLKA_00146	304,59	47	47	35800000	21	4	43	Oxidation (M)	65763	30S ribosomal protein S1
107	463	BDJIJG_00697	304,47	48	48	74100000	17	6	58	Deamidation (NQ); Oxidation (M)	58118	chaperonin GroEL
271	11	FCFFJI_00405	304,37	56	56	245000000	19	11	35	Carbamidomethylation; Oxidation (M)	50617	F0F1 ATP synthase subunit beta
197	1100	AIFLKA_01985	303,98	88	88	1150000000	13	7	43	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	21457	Superoxide dismutase
122	1086	LLHKPE_01511	303,71	92	92	3140000000	14	9	55	Deamidation (NQ); Oxidation (M)	16499	Phasin family protein
217	828	AIFLKA_01960	303,42	60	60	38700000	20	3	40	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	52212	adenosylhomocysteinase
284	135	LLHKPE_03692	303,04	49	49	269000000	21	14	34	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	66014	dihydroxy-acid dehydratase
219	234	LLHKPE_02739	302,69	59	59	4320000000	14	14	40	Carbamidomethylation; Deamidation (NQ)	43722	DUF4331 domain-containing protein
