Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 2	Area Sample 2	#Peptides	#Unique	#Spec Sample 2	PTM	Avg. Mass	Description
188	100	FCFFJI_00358	324,31	59	59	3,74E+08	20	13	38	Carbamidomethylation; Deamidation (NQ)	56255	putative propionyl-coa carboxylase beta subunit
37	95	JABIIP_01279	323,63	54	54	1,92E+08	21	8	76	Deamidation (NQ); Oxidation (M)	57720	chaperonin GroEL
107	193	LLHKPE_00968	323,32	58	58	7,06E+08	20	7	50	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47554	isocitrate lyase
202	178	FCFFJI_01337	323,05	60	60	6,64E+08	19	15	37	Carbamidomethylation; Deamidation (NQ)	41970	methionine adenosyltransferase
167	251	LLHKPE_00459	322,6	70	70	5,40E+08	19	5	41	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38618	Putative lyase
98	72	LLHKPE_03358	322,56	47	47	3,08E+08	36	23	51	Carbamidomethylation; Oxidation (M)	99144	pyruvate dehydrogenase (acetyl-transferring)  homodimeric type
193	120	FCFFJI_01465	321,67	44	44	2,43E+08	19	16	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	69251	molecular chaperone DnaK
58	305	AIFLKA_02103	321,01	55	55	2,31E+07	18	4	66	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	45529	phosphopyruvate hydratase
15	232	LLHKPE_03949	320,81	83	83	1,38E+09	20	10	94	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38631	class II fructose-bisphosphate aldolase
172	324	LLHKPE_03131	319,8	63	63	4,05E+08	18	7	40	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	42007	S-adenosylmethionine synthase
53	230	BDJIJG_02101	319,62	53	53	1,25E+06	22	3	68	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	67462	phosphoenolpyruvate carboxykinase (GTP)
43	141	FCFFJI_01428	319,45	74	74	1,91E+09	27	27	73	Deamidation (NQ); Oxidation (M)	37140	TRAP transporter substrate-binding protein
137	235	FCFFJI_02163	319,43	65	65	1,20E+09	21	20	45	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	45559	Bifunctional O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
132	78	HKHPLO_00073	318,54	40	40	5,37E+08	28	28	45	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	106929	TonB-dependent siderophore receptor
100	101	FCFFJI_00648	318,35	52	52	6,72E+08	28	28	51	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	62460	biosynthetic-type acetolactate synthase large subunit
150	313	FCFFJI_02282	316,3	30	30	5,37E+08	18	11	43	Carbamidomethylation; Oxidation (M)	69620	sodium-translocating pyrophosphatase
186	29	FCFFJI_02096	315,97	61	61	6,89E+08	20	18	38	Carbamidomethylation; Deamidation (NQ)	54569	Fumarate hydratase class I
171	330	LLHKPE_02360	315,73	66	66	1,22E+09	16	7	40	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	28143	2 3-diphosphoglycerate-dependent phosphoglycerate mutase
154	62	AIFLKA_02199	314,71	53	53	6,22E+07	27	6	42	Carbamidomethylation; Oxidation (M)	70334	propionate--CoA ligase
120	79	JABIIP_01678	314,69	44	44	4,35E+07	24	6	48	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	96723	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
225	179	LLHKPE_01837	314,43	46	46	4,40E+08	18	14	35	Carbamidomethylation; Deamidation (NQ)	56040	type VI secretion system contractile sheath large subunit
228	1086	LLHKPE_01511	314,09	87	87	1,66E+09	12	9	34	Deamidation (NQ); Oxidation (M)	16499	Phasin family protein
152	58	FCFFJI_00814	314,07	47	47	5,49E+08	27	27	42	Carbamidomethylation; Deamidation (NQ)	81170	DUF3141 domain-containing protein
168	169	JABIIP_00694	313,45	66	66	5,27E+07	18	2	41	Carbamidomethylation; Deamidation (NQ)	41439	Extracellular ligand-binding receptor
168	170	ODMPFI_03271	313,45	66	66	5,27E+07	18	2	41	Carbamidomethylation; Deamidation (NQ)	41439	Extracellular ligand-binding receptor
144	44	LLHKPE_00985	313,2	48	48	2,41E+08	21	12	44	Carbamidomethylation	74194	elongation factor G
144	45	ODMPFI_03298	313,2	48	48	2,41E+08	21	12	44	Carbamidomethylation	74194	elongation factor G
66	130	JABIIP_01037	312,8	68	68	1,79E+08	22	8	63	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35819	type I glyceraldehyde-3-phosphate dehydrogenase
116	92	LLHKPE_01147	312,5	66	66	1,46E+09	20	13	49	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41150	ADP-forming succinate--CoA ligase subunit beta
125	8	FCFFJI_00625	311,62	75	75	9,56E+08	22	17	46	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47768	isocitrate lyase
83	80	AIFLKA_01493	311,32	38	38	3,44E+07	23	4	55	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	95468	Alpha-1 4 glucan phosphorylase
147	82	LLHKPE_02959	311,26	35	35	3,53E+08	28	28	43	Deamidation (NQ)	139473	Pilus assembly protein PilC
217	48	FCFFJI_00519	311	50	50	2,87E+08	21	21	35	Carbamidomethylation; Deamidation (NQ)	83594	Ornithine decarboxylase
160	81	LLHKPE_01698	310,87	30	30	2,12E+08	29	21	41	Carbamidomethylation	169102	glutamate synthase large subunit
131	132	AIFLKA_02351	310,85	43	43	1,00E+08	19	8	45	Deamidation (NQ); Oxidation (M)	68470	Poly-beta-hydroxybutyrate polymerase
157	102	LLHKPE_02105	310,8	50	50	6,63E+08	21	12	43	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	60671	glucose-6-phosphate isomerase
84	318	FCFFJI_02160	310,72	53	53	2,90E+09	15	15	55	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	43710	ABC transporter substrate-binding protein
205	159	DHPIBI_03031	310,69	29	29	1,06E+06	17	1	36	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	79453	methylmalonyl-CoA mutase
194	128	LLHKPE_02222	310,68	76	76	2,62E+08	18	14	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	43278	beta-ketoacyl-ACP synthase I
106	145	FCFFJI_01151	310,19	63	63	5,53E+08	23	19	50	Carbamidomethylation; Oxidation (M)	45119	NADP-dependent isocitrate dehydrogenase
336	118	LLHKPE_02176	310,18	59	59	4,84E+08	19	18	27	Carbamidomethylation	55437	Aldehyde dehydrogenase
243	876	LLHKPE_00472	309,29	89	89	3,25E+08	14	6	33	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	16929	VOC domain-containing protein
159	65	FCFFJI_00188	308,5	45	45	3,93E+08	24	24	41	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	95361	Cytochrome c
89	87	FCFFJI_01918	307,86	55	55	8,52E+08	22	22	54	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64476	succinate dehydrogenase flavoprotein subunit
300	202	LLHKPE_00781	307,73	35	35	3,92E+08	17	17	29	Deamidation (NQ)	71381	DUF4214 domain-containing protein
123	714	LLHKPE_01490	307,61	97	97	1,48E+09	14	7	48	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	21364	Superoxide dismutase
143	166	FCFFJI_00874	307,07	77	77	5,32E+08	18	17	44	Carbamidomethylation; Oxidation (M)	38090	Malyl-CoA lyase
97	36	JABIIP_01232	306,32	59	59	9,28E+07	25	5	52	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	55893	F0F1 ATP synthase subunit alpha
240	399	AIFLKA_00581	306,13	56	56	1,66E+07	16	3	33	Carbamidomethylation; Oxidation (M)	39531	Branched-chain amino acid ABC transporter substrate-binding protein
79	258	FCFFJI_00865	306,1	55	55	1,65E+09	18	14	57	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	51721	type I glutamate--ammonia ligase
334	194	JABIIP_02890	304,89	50	50	7,83E+07	17	9	27	Carbamidomethylation; Deamidation (NQ)	59321	alpha-D-glucose phosphate-specific phosphoglucomutase
211	325	LLHKPE_00882	304,57	25	25	8,32E+08	15	5	35	Carbamidomethylation; Oxidation (M)	70259	sodium-translocating pyrophosphatase
292	125	FCFFJI_02082	304,51	33	33	3,50E+08	17	17	29	Carbamidomethylation	119042	VWFA domain-containing protein
215	111	DHPIBI_00965	303,92	47	47	2,12E+06	23	2	35	Carbamidomethylation; Oxidation (M)	70215	propionate--CoA ligase
28	144	LGNCKJ_02221	302,64	57	57	1,87E+07	19	3	82	Deamidation (NQ); Oxidation (M)	57942	chaperonin GroEL
199	253	LLHKPE_00482	302,54	59	59	4,47E+08	22	12	37	Deamidation (NQ)	39827	Extracellular ligand-binding receptor
178	163	LLHKPE_00776	302,3	44	44	1,04E+09	19	19	40	Carbamidomethylation; Deamidation (NQ)	71228	DUF4214 domain-containing protein
151	190	LLHKPE_00374	302,23	68	68	3,11E+08	16	9	43	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40938	Acetyl-CoA acetyltransferase
158	69	FCFFJI_01779	301,99	44	44	3,53E+08	23	23	42	Carbamidomethylation; Deamidation (NQ)	78274	polyphosphate kinase 1
161	89	JABIIP_02836	301,95	42	42	1,11E+08	18	6	41	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64281	fumarate reductase (quinol) flavoprotein subunit
324	25	FCFFJI_01945	301,58	43	43	4,61E+08	16	16	27	Deamidation (NQ); Oxidation (M)	62550	30S ribosomal protein S1
36	378	LLHKPE_00130	301,44	50	50	2,46E+09	13	7	77	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	35093	malate dehydrogenase
236	271	JABIIP_00685	301,27	53	53	4,06E+07	16	3	34	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47671	isocitrate lyase
236	252	ODMPFI_03281	301,27	53	53	4,06E+07	16	3	34	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47734	isocitrate lyase
149	173	FCFFJI_02536	301,06	57	57	5,16E+08	22	22	43	Deamidation (NQ); Oxidation (M)	50027	Outer membrane lipoprotein-sorting protein
49	874	FCFFJI_00074	300,87	53	53	6,55E+09	11	9	70	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26100	Acetoacetyl-CoA reductase
117	204	DHPIBI_03447	300,86	59	59	2,14E+09	17	12	48	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41535	elongation factor Tu
197	217	JABIIP_01761	300,86	51	51	9,72E+07	19	6	37	Carbamidomethylation; Deamidation (NQ)	56206	Methylmalonyl-CoA carboxyltransferase
242	106	JABIIP_02738	300,63	42	42	1,34E+07	24	2	33	Carbamidomethylation	76774	elongation factor G
461	248	LLHKPE_01913	300,47	49	49	2,78E+08	16	12	21		50283	Putative periplasmic serine endoprotease DegP-like
207	331	FCFFJI_00132	300,31	52	52	1,14E+09	15	14	36	Deamidation (NQ); Oxidation (M)	41285	ADP-forming succinate--CoA ligase subunit beta
241	51	LLHKPE_00708	299,51	51	51	2,70E+08	23	9	33	Carbamidomethylation; Deamidation (NQ)	73049	Putative ethylmalonyl-CoA mutase
59	317	JABIIP_01958	299,2	80	80	5,10E+07	18	3	66	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38568	class II fructose-bisphosphate aldolase
163	42	FCFFJI_00291	299,1	54	54	4,38E+08	25	25	41	Carbamidomethylation	57822	polyphosphate:AMP phosphotransferase
175	64	JABIIP_02532	299,09	42	42	3,56E+08	22	11	40	Carbamidomethylation; Oxidation (M)	74683	Catalase
180	137	LGNCKJ_00048	298,85	34	34	2,61E+06	19	2	39	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	93190	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
224	246	LLHKPE_01027	298,75	47	47	2,57E+08	15	8	35	Oxidation (M)	45533	bifunctional O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
200	148	JABIIP_00684	298,42	52	52	5,16E+07	22	6	37	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	59933	malate synthase A
164	185	LLHKPE_00890	298,27	50	50	8,15E+08	17	17	41	Deamidation (NQ); Oxidation (M)	60260	Putative Multicopper oxidase type 3
261	71	LLHKPE_00354	298,14	41	41	2,35E+08	20	14	31	Deamidation (NQ)	75316	polyribonucleotide nucleotidyltransferase
283	293	BDJIJG_01001	297,95	31	31	1,38E+07	15	1	30	Carbamidomethylation; Oxidation (M)	71395	acetate--CoA ligase
121	133	LLHKPE_00134	297,68	46	46	8,66E+08	19	19	48	Carbamidomethylation; Deamidation (NQ)	70202	Arylsulfatase
295	181	FCFFJI_02379	297,15	33	33	4,97E+08	17	17	29	Carbamidomethylation; Deamidation (NQ)	79149	SLC26A/SulP transporter family protein
185	94	LLHKPE_00525	296,96	67	67	1,85E+08	22	17	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	56341	glycogen synthase GlgA
219	321	JABIIP_01133	296,92	34	34	5,80E+06	13	1	35	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	65254	succinate dehydrogenase flavoprotein subunit
127	262	FCFFJI_00224	296,92	53	53	1,65E+09	15	14	46	Carbamidomethylation; Oxidation (M)	37259	polyphosphate kinase 2
317	143	JABIIP_01750	296,61	34	34	8,72E+06	16	1	28	Oxidation (M)	69008	molecular chaperone DnaK
